305.7380639159601 285.31313180764755 246.6529412984151 190.2120020640387 294.39573524914135 293.5358212436124 287.8841363355003 249.53753372520987 281.22852773737145 303.4668541337901 279.804862956185 253.90464977821023 270.18733402483116 300.65927028799774 287.17892028232984 248.13871960005795 268.4952779157969 306.1106713128136 286.446919959229 267.2180155509949 270.3383114222063 273.0225540190211 270.0958109173496 315.29446096273864 254.8006824970993 287.52311480230117 295.3777392824239 277.5161619502583 266.819727009673 252.4763230128622 
285.1914349875532 264.5232851192943 269.32849513939016 258.3452802084453 246.5656674787687 248.47472640856367 255.39731669741604 231.7688278260688 241.0979378033981 251.2502603585729 235.4244998937853 233.34334871917477 281.25760196108376 259.3111589461489 276.6997422973099 226.30364720612457 264.42754836290055 242.14481097477105 261.16239753116326 267.1910610425534 269.0630296128276 249.21836771866498 246.35128468913703 208.25842293534305 286.4137448639741 225.50362257136936 256.1297227471858 244.588593017696 281.1793798501013 235.02483074499867 
288.7664534378481 228.61115920687774 241.098370777326 247.0948711949964 299.31189194174715 266.7491505924007 255.13878772390942 241.979871001544 276.50046947844703 302.3313301949107 270.09888461862164 253.74120615920629 246.04776630008865 272.7444064307732 289.6062186243569 211.92755721716892 265.6395242858111 302.4132436202592 258.3053541983539 255.92601738331211 277.52716630517773 273.07359012677625 258.9089943240445 292.1867341336986 267.1510024757298 250.06860240520575 280.83565648224493 260.65836700775174 241.7282655503847 277.11378718708465 
320.55260983102073 259.25259219490584 310.05716154039095 290.8935281927165 211.67017839519903 212.8179344715594 256.83205866300216 222.9028881630131 291.8022653363862 235.61532095503696 256.3748213722582 208.9141432581151 323.6062025611143 239.37616117245508 292.38334034858997 311.92570457500636 244.33996306908307 238.27652584213584 303.2501704774555 309.51581157299233 284.78701571182376 235.09365114762164 222.43959707743895 223.020204191531 314.0246918516105 199.5319875620194 271.7534683045532 233.6793292262431 329.82411130296157 227.70935160038948 
348.8466561227381 232.7324148047107 237.92503169564486 300.56367629244727 302.91594385649154 311.4585013658768 278.11754391487773 310.94660780143636 317.69581081539695 333.5257838864345 273.1867674149647 312.21965218242235 269.1157098745689 276.0394526390175 328.744085930314 221.51018414540818 307.0674228117865 353.34847510978767 321.2530115372206 291.4523101015073 299.33659683171595 333.0771052316159 293.5949458081915 349.16928933316257 306.9568415520812 301.83892651306473 337.6458660619094 320.9502710406315 281.1337600349647 289.2841532280916 
402.5747624300367 349.2229071574684 398.15704362557733 368.9919178722622 217.09918007712346 236.71482062179462 289.17571955902633 233.06487074329812 352.99760667333624 257.7486153955092 279.46270416860136 212.23601501781047 414.97899241454047 241.14204085595458 309.6133856579962 393.6880555675346 248.51770809742754 269.83955661066045 355.1868096533536 390.8223355064482 288.86083064101695 237.82282576890924 229.89054995128635 242.63742571126625 373.83053092796183 200.49190785085483 324.57631371509103 255.75471612174906 389.2296057875415 238.50623764679892 
429.9302674546841 276.8536704025436 274.75169261396377 388.4152984961854 328.344945538416 355.35538751611205 330.461204810902 410.62304050346745 398.8911521523469 375.6590783269067 316.2746502113078 337.5834668463293 332.1836534490492 297.8053323225171 365.9741312397203 271.09281107364745 395.7328602087506 412.38199089725435 390.805466131439 366.9786028197026 323.4104117609092 355.80627985290346 321.04589868203885 388.7865108528978 386.7626806284327 322.79884680190014 434.45607564157376 417.0442087669593 360.53925451954484 320.0810392745011 
523.6894225126111 456.9958788696299 456.4679045928239 487.09030755180794 262.5281817590479 300.6117067720299 361.5193804550506 283.2268533235832 454.19294801028616 319.88190983598145 342.5505869649445 255.5578867775058 504.6662002579101 282.9079205394541 366.84343096740247 497.9440639700775 292.695453125772 341.4025873791851 440.3071313052759 512.1288594399041 332.93464557021014 280.55200039019684 277.3415028251337 302.2546472310015 473.6363700043132 241.45182813969024 417.3991591256288 317.83010301725494 488.6351002721215 289.30312369320836 
551.0138787866299 360.9749260003766 351.5783535322827 516.2669206999237 393.7739472203406 439.2522736663474 422.80486570692625 480.7850230837525 520.0864934892968 457.79237276737894 399.3625330076508 400.9053386060247 435.25159702352937 359.5712120060166 443.2041765491265 360.67543800188673 464.3611113368301 503.94502166577905 495.9257877833613 482.5048955378978 387.48422669010245 418.53545447419106 388.49685155588634 468.4037323726331 506.5685197047841 383.75876709073555 549.0843232342008 500.9529128472308 479.94474900412484 390.87792532091055 
664.773033844557 561.1171344674626 553.294565511143 640.6272516226918 347.95718344097236 404.50859292226517 473.8630413510748 373.3888359038682 595.3882893472362 422.0152042764537 445.6384697612876 338.87975853720116 627.7341438323905 364.6738002229537 464.0734762768088 607.5266908983168 376.8731981541165 452.96561814770973 565.4274529571983 673.4353833733597 417.0084604994032 363.2811750114844 364.79245569898114 401.8718687507367 613.4422090806647 322.4117484285256 550.2220045361667 419.9054899127608 628.0405947567016 380.1000097396178 
